"Proteins Unique Sequence ID"	"Accession"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Found in Sample F7 Sample"	"Found in Sample F8 Sample"	"Abundance Ratio F7  F8"	"Abundance Ratio log2 F7  F8"	"Abundances Grouped F7"	"Abundances Grouped F8"
"1050755890706550356"	"RSAN_035953.P37847"	"219634.63304248298"	" 272985.8072916667"	"High"	" High"	"0.864"	"-0.21"	"219634.63304248298"	" 272985.8072916667"
"1066760499939603438"	"RSAN_040755.P43954"	"458504.6726107788"	" 355162.359375"	"Peak Found"	" High"	"1.291"	"0.37"	"458504.6726107788"	" 355162.359375"
"1068236075416333108"	"RSAN_039782.P42789"	"45377.864116700395"	" 54222.185546875"	"Peak Found"	" High"	"0.833"	"-0.26"	"45377.864116700395"	" 54222.185546875"
"1091958394895790194"	"RSAN_050253.P56487"	"244259.9774991082"	" 251232.90104166666"	"High"	" High"	"1.216"	"0.28"	"244259.9774991082"	" 251232.90104166666"
"1092477978158062252"	"RSAN_053730.P61060"	"854986.6729528448"	" 326437.0364583333"	"High"	" High"	"1.108"	"0.15"	"854986.6729528448"	" 326437.0364583333"
"1115669287172875577"	"RSAN_035969.P37865"	"351463.59311172244"	" 399672.8020833333"	"High"	" High"	"1.081"	"0.11"	"351463.59311172244"	" 399672.8020833333"
"1185202740905637701"	"RSAN_043851.P48039"	"82425.33228790859"	" 74035.8828125"	"High"	" High"	"1.134"	"0.18"	"82425.33228790859"	" 74035.8828125"
"1240858345359624583"	"RSAN_048071.P53566"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"1241752987633954529"	"RSAN_032023.P32628"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"1263329049194197766"	"O43790"	"93853.31567508704"	" 27706.176432291668"	"High"	" Peak Found"	"2.433"	"1.28"	"93853.31567508704"	" 27706.176432291668"
"1306577497606950025"	"RSAN_047907.P53337"	"74955.39745107283"	" 82894.3671875"	"High"	" High"	"0.918"	"-0.12"	"74955.39745107283"	" 82894.3671875"
"1348001018263359108"	"RSAN_031655.P32088"	"32014.316605793963"	" 37630.151041666664"	"Peak Found"	" High"	"0.822"	"-0.28"	"32014.316605793963"	" 37630.151041666664"
"1367061259952782755"	"RSAN_042855.P46762"	"208837.6409503872"	" 141721.29427083334"	"High"	" High"	"1.026"	"0.04"	"208837.6409503872"	" 141721.29427083334"
"1419649972483043828"	"RSAN_032363.P33104"	"535813.9961900972"	" 569686.5286458334"	"High"	" High"	"0.964"	"-0.05"	"535813.9961900972"	" 569686.5286458334"
"1443673575749069131"	"RSAN_029765.P29716"	"170737.53433034406"	" 153784.07421875"	"High"	" High"	"1.408"	"0.49"	"170737.53433034406"	" 153784.07421875"
"1455920611528116352"	"RSAN_048890.P54648"	"1368460.1926596903"	" 1230783.25"	"High"	" High"	"1.091"	"0.13"	"1368460.1926596903"	" 1230783.25"
"1464919273472574380"	"RSAN_055330.P63193"	"334792.21736072574"	" 125147.2578125"	"Peak Found"	" High"	"0.875"	"-0.19"	"334792.21736072574"	" 125147.2578125"
"1515829375296210913"	"RSAN_048922.P54694"	"258570.42016501032"	" 243702.80078125"	"Peak Found"	" High"	"1.095"	"0.13"	"258570.42016501032"	" 243702.80078125"
"1558185207246499810"	"RSAN_032023.P32624"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"1602839285961351287"	"RSAN_027696.P27040"	"49800.16853702404"	" 50245.9921875"	"Peak Found"	" High"	"1.209"	"0.27"	"49800.16853702404"	" 50245.9921875"
"1640014995980867261"	"RSAN_029947.P29951"	"87285.41736797303"	" 121482.81770833333"	"High"	" High"	"0.929"	"-0.11"	"87285.41736797303"	" 121482.81770833333"
"1661920156571988034"	"RSAN_046483.P51499"	"417117.8928279998"	" 207696.56217447916"	"High"	" High"	"1.023"	"0.03"	"417117.8928279998"	" 207696.56217447916"
"1698839420802805829"	"RSAN_034630.P36027"	"95997.25969341185"	" 99750.8291015625"	"Peak Found"	" High"	"0.897"	"-0.16"	"95997.25969341185"	" 99750.8291015625"
"1741000296884816244"	"RSAN_026010.P67381"	"171620.40311322108"	" 99453.306640625"	"Medium"	" High"	"1.016"	"0.02"	"171620.40311322108"	" 99453.306640625"
"1753952919328391001"	"RSAN_029685.P29624"	"255147.37635353603"	" 99144.9765625"	"Peak Found"	" High"	"2.573"	"1.36"	"255147.37635353603"	" 99144.9765625"
"1842521515554180396"	"RSAN_047050.P52215"	"64425.335890711445"	" 75543.974609375"	"High"	" High"	"1.188"	"0.25"	"64425.335890711445"	" 75543.974609375"
"1847476537408089387"	"RSAN_033379.P34426"	"85391.12329619858"	" 154968.30078125"	"Peak Found"	" High"	"0.551"	"-0.86"	"85391.12329619858"	" 154968.30078125"
"1861322131539143566"	"RSAN_040204.P43290"	""	" "	"n/a"	" High"	""	""	""	" "
"1869919620329171160"	"RSAN_031665.P32099"	"49075.523744641825"	" 45667.994791666664"	"Peak Found"	" High"	"1.053"	"0.07"	"49075.523744641825"	" 45667.994791666664"
"1909196605437753138"	"RSAN_031362.P31693"	"70833.57672302872"	" 91339.3828125"	"Peak Found"	" High"	"0.775"	"-0.37"	"70833.57672302872"	" 91339.3828125"
"1930439217253032801"	"RSAN_048601.P54272"	"44361.53493052169"	" 69125.9453125"	"Peak Found"	" High"	"0.642"	"-0.64"	"44361.53493052169"	" 69125.9453125"
"2005597498432307847"	"RSAN_053111.P60237"	"1012306.0974113471"	" 1218718.0416666667"	"High"	" High"	"0.965"	"-0.05"	"1012306.0974113471"	" 1218718.0416666667"
"2018120578311386506"	"RSAN_051317.P57866"	"7117085.305587321"	" 5893632.54296875"	"High"	" High"	"0.929"	"-0.11"	"7117085.305587321"	" 5893632.54296875"
"2087285006199939008"	"P61626"	"121349.48280499839"	" 90366.71875"	"Peak Found"	" High"	"1.337"	"0.42"	"121349.48280499839"	" 90366.71875"
"2108870105976943517"	"RSAN_045759.P50510"	"223359.5517262191"	" 209863.177734375"	"Peak Found"	" High"	"1.196"	"0.26"	"223359.5517262191"	" 209863.177734375"
"2130733701279037217"	"RSAN_044178.P48434"	"2809309.7632063576"	" 4966975.432291667"	"High"	" High"	"1.060"	"0.08"	"2809309.7632063576"	" 4966975.432291667"
"2138650815349506373"	"RSAN_034443.P35780"	"153097.8185380952"	" 156154.86458333334"	"High"	" High"	"1.023"	"0.03"	"153097.8185380952"	" 156154.86458333334"
"2193169540238324131"	"RSAN_034742.P36174"	"2092220.3550378114"	" 2199547.3880208335"	"High"	" High"	"1.048"	"0.07"	"2092220.3550378114"	" 2199547.3880208335"
"2207830152956230112"	"RSAN_058351.P67130"	"6420491.824847569"	" 11234393.927083334"	"High"	" High"	"0.974"	"-0.04"	"6420491.824847569"	" 11234393.927083334"
"2276363029169370239"	"RSAN_031917.P32475"	""	" "	"Low"	" n/a"	""	""	""	" "
"2295112256359944644"	"RSAN_027205.P68288"	"804231.0268327622"	" 1689881.388671875"	"High"	" High"	"0.476"	"-1.07"	"804231.0268327622"	" 1689881.388671875"
"2321900994200728664"	"RSAN_039806.P42823"	"4236.255857669451"	" 32148.901692708332"	"Peak Found"	" High"	"0.364"	"-1.46"	"4236.255857669451"	" 32148.901692708332"
"2340508461305855541"	"RSAN_035961.P37856"	"1614040.6785870176"	" 764142.3411458334"	"High"	" High"	"0.830"	"-0.27"	"1614040.6785870176"	" 764142.3411458334"
"2354673438122107045"	"RSAN_053965.P61346"	"1042615.4176742709"	" 781782.18359375"	"High"	" High"	"1.342"	"0.42"	"1042615.4176742709"	" 781782.18359375"
"2368067447491149677"	"RSAN_031839.P32334"	""	" "	"n/a"	" High"	""	""	""	" "
"2379668377745000668"	"RSAN_056289.P64453"	"66821.22693151684"	" 85902.21158854167"	"High"	" High"	"1.012"	"0.02"	"66821.22693151684"	" 85902.21158854167"
"2482104204104850058"	"RSAN_032363.P33106"	"535813.9961900972"	" 569686.5286458334"	"High"	" High"	"0.964"	"-0.05"	"535813.9961900972"	" 569686.5286458334"
"2525881632689680602"	"RSAN_047122.P52309"	"146692.47482228777"	" 189141.03125"	"High"	" High"	"0.949"	"-0.07"	"146692.47482228777"	" 189141.03125"
"2532096769082813766"	"RSAN_039611.P42588"	"52547.90217290944"	" 47741.783854166664"	"High"	" High"	"1.246"	"0.32"	"52547.90217290944"	" 47741.783854166664"
"2546193492111702162"	"RSAN_034253.P35552"	"367363.49950984155"	" 245907.001953125"	"Peak Found"	" High"	"1.556"	"0.64"	"367363.49950984155"	" 245907.001953125"
"2549939646096545482"	"RSAN_056592.P64887"	"56243.331342067606"	" 76487.62890625"	"Peak Found"	" High"	"0.681"	"-0.56"	"56243.331342067606"	" 76487.62890625"
"2588612157123903812"	"RSAN_051430.P58010"	"4053675.2823037794"	" 3015077.248046875"	"High"	" High"	"1.438"	"0.52"	"4053675.2823037794"	" 3015077.248046875"
"2589946927511794813"	"RSAN_029166.P28952"	"353689.9751200793"	" 400017.2180989583"	"High"	" High"	"0.859"	"-0.22"	"353689.9751200793"	" 400017.2180989583"
"2642042187998569521"	"RSAN_048071.P53572"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"2650251459099692642"	"RSAN_040077.P43142"	"53886.97393108473"	" 68106.6171875"	"Peak Found"	" High"	"0.791"	"-0.34"	"53886.97393108473"	" 68106.6171875"
"2665286644473134564"	"RSAN_049500.P55521"	"54060.296187378495"	" 65836.8984375"	"Peak Found"	" High"	"0.842"	"-0.25"	"54060.296187378495"	" 65836.8984375"
"2690597052384040010"	"RSAN_032532.P33309"	"2148331.4703070824"	" 547080.8841145834"	"High"	" High"	"1.405"	"0.49"	"2148331.4703070824"	" 547080.8841145834"
"2722841515260531338"	"RSAN_039540.P42485"	"55291.50068311514"	" 89918.828125"	"Peak Found"	" High"	"0.615"	"-0.70"	"55291.50068311514"	" 89918.828125"
"2737981988052254691"	"RSAN_028698.P28352"	"454935.2616884633"	" 397489.21875"	"Peak Found"	" High"	"1.145"	"0.19"	"454935.2616884633"	" 397489.21875"
"2771881498737082496"	"RSAN_052799.P59834"	""	" "	"n/a"	" High"	""	""	""	" "
"2784484941774014100"	"RSAN_032023.P32620"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"2798252531011585762"	"RSAN_042201.P45901"	"2014176.113037776"	" 2716278.62890625"	"Peak Found"	" High"	"0.935"	"-0.10"	"2014176.113037776"	" 2716278.62890625"
"2822153794721847866"	"RSAN_038851.P41655"	"214751.828597751"	" 136902.09505208334"	"High"	" High"	"1.997"	"1.00"	"214751.828597751"	" 136902.09505208334"
"2863523908415579103"	"RSAN_035178.P36726"	"50212.93421493672"	" 42722.29296875"	"Peak Found"	" High"	"1.175"	"0.23"	"50212.93421493672"	" 42722.29296875"
"2893889254479316607"	"RSAN_034643.P36048"	"67571.40894525914"	" 79165.0625"	"High"	" High"	"0.848"	"-0.24"	"67571.40894525914"	" 79165.0625"
"2896833638747130791"	"RSAN_041739.P45308"	"298671.81869255967"	" 407116.6015625"	"High"	" High"	"0.777"	"-0.36"	"298671.81869255967"	" 407116.6015625"
"2905010720830859171"	"RSAN_036704.P38777"	"313907.59103557706"	" 315285.3606770833"	"High"	" High"	"0.983"	"-0.02"	"313907.59103557706"	" 315285.3606770833"
"2966100509960566552"	"RSAN_045642.P50356"	"78085.30733798258"	" 72038.8828125"	"High"	" High"	"1.087"	"0.12"	"78085.30733798258"	" 72038.8828125"
"2980632223955002648"	"RSAN_051936.P58672"	"2488621.0260547735"	" 2828632.0533854165"	"High"	" High"	"1.036"	"0.05"	"2488621.0260547735"	" 2828632.0533854165"
"3009016156267575102"	"RSAN_058066.P66772"	"141910.48789256925"	" 117743.98177083333"	"High"	" High"	"0.799"	"-0.32"	"141910.48789256925"	" 117743.98177083333"
"3063352015904058905"	"RSAN_036030.P37933"	"113227.07823512157"	" 79090.5556640625"	"Peak Found"	" High"	"1.583"	"0.66"	"113227.07823512157"	" 79090.5556640625"
"3165102473795911878"	"RSAN_039782.P42796"	"45377.864116700395"	" 54222.185546875"	"Peak Found"	" High"	"0.833"	"-0.26"	"45377.864116700395"	" 54222.185546875"
"3165182610650041563"	"RSAN_045759.P50509"	"223359.5517262191"	" 209863.177734375"	"Peak Found"	" High"	"1.196"	"0.26"	"223359.5517262191"	" 209863.177734375"
"3188040908703932074"	"RSAN_031541.P31932"	"49701.06848013629"	" 52177.31640625"	"Peak Found"	" High"	"0.912"	"-0.13"	"49701.06848013629"	" 52177.31640625"
"3243115748944759205"	"RSAN_033159.P34136"	"33307.581781556095"	" 53809.1474609375"	"Peak Found"	" High"	"0.680"	"-0.56"	"33307.581781556095"	" 53809.1474609375"
"3250911921885007290"	"RSAN_034742.P36171"	"2092220.3550378114"	" 2199547.3880208335"	"Peak Found"	" High"	"1.032"	"0.05"	"2092220.3550378114"	" 2199547.3880208335"
"3283607680885712658"	"RSAN_032927.P33816"	"63270.96673706694"	" 58363.208333333336"	"High"	" High"	"0.980"	"-0.03"	"63270.96673706694"	" 58363.208333333336"
"3315024161657395800"	"RSAN_048071.P53583"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"3329576913323074285"	"RSAN_049466.P55473"	"8314355.660718878"	" 3351830.015625"	"High"	" High"	"0.954"	"-0.07"	"8314355.660718878"	" 3351830.015625"
"3348627600068456665"	"RSAN_050408.P56675"	"81396.41100217657"	" 62410.3671875"	"High"	" High"	"1.264"	"0.34"	"81396.41100217657"	" 62410.3671875"
"3393603351610567214"	"RSAN_031295.P31616"	"1018985.4676006861"	" 1276587.625"	"High"	" High"	"0.810"	"-0.30"	"1018985.4676006861"	" 1276587.625"
"3457076994744998862"	"RSAN_031144.P31445"	"133103.61839508428"	" 118878.55533854167"	"Peak Found"	" High"	"0.886"	"-0.17"	"133103.61839508428"	" 118878.55533854167"
"3485367584141854164"	"RSAN_049837.P55958"	"892940.2160144014"	" 931877.7291666666"	"High"	" High"	"0.972"	"-0.04"	"892940.2160144014"	" 931877.7291666666"
"3502786099308060440"	"RSAN_029319.P29144"	"529648.9760202595"	" 160581.27734375"	"High"	" Peak Found"	"2.037"	"1.03"	"529648.9760202595"	" 160581.27734375"
"3572252344924965677"	"RSAN_038175.P40769"	"1289130.0948180347"	" 1112391.328125"	"High"	" High"	"1.685"	"0.75"	"1289130.0948180347"	" 1112391.328125"
"3576213416200313730"	"RSAN_045632.P50344"	"885053.187330124"	" 1189207.71875"	"High"	" High"	"1.184"	"0.24"	"885053.187330124"	" 1189207.71875"
"3592951454821581749"	"RSAN_043730.P47882"	"198683.87679939126"	" 123610.8359375"	"High"	" Peak Found"	"1.607"	"0.68"	"198683.87679939126"	" 123610.8359375"
"3602957046549157411"	"RSAN_050396.P56659"	"22559.93087071707"	" 45458.494140625"	"Peak Found"	" High"	"1.309"	"0.39"	"22559.93087071707"	" 45458.494140625"
"3608640591718296825"	"RSAN_031761.P32226"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"3686728664406821147"	"RSAN_031295.P31612"	"1018985.4676006861"	" 1276587.625"	"High"	" High"	"0.810"	"-0.30"	"1018985.4676006861"	" 1276587.625"
"3691417786802844548"	"RSAN_032532.P33310"	"2148331.4703070824"	" 547080.8841145834"	"High"	" High"	"1.405"	"0.49"	"2148331.4703070824"	" 547080.8841145834"
"3696628122823001307"	"RSAN_039579.P42541"	"5844713.314265576"	" 7520640.234375"	"High"	" High"	"0.943"	"-0.08"	"5844713.314265576"	" 7520640.234375"
"3706244985003377644"	"RSAN_049050.P54904"	"804231.0268327622"	" 1689881.388671875"	"High"	" High"	"0.476"	"-1.07"	"804231.0268327622"	" 1689881.388671875"
"3747666658484496155"	"RSAN_041341.P44780"	"792955.8801997891"	" 937658.3776041666"	"High"	" High"	"0.942"	"-0.09"	"792955.8801997891"	" 937658.3776041666"
"3751452408071829769"	"RSAN_046298.P51268"	""	" "	"n/a"	" High"	""	""	""	" "
"3781224648718769392"	"RSAN_036274.P38243"	"452666.3497374384"	" 382499.25"	"Peak Found"	" High"	"1.183"	"0.24"	"452666.3497374384"	" 382499.25"
"3802998426177244179"	"RSAN_038831.P41627"	"133108.3088257412"	" 126072.28645833333"	"High"	" High"	"0.879"	"-0.19"	"133108.3088257412"	" 126072.28645833333"
"3850903445366243712"	"RSAN_048718.P54424"	"218625.9230101466"	" 203599.45833333334"	"High"	" High"	"0.965"	"-0.05"	"218625.9230101466"	" 203599.45833333334"
"3888491946224207636"	"RSAN_041077.P44449"	"313907.59103557706"	" 315285.3606770833"	"High"	" Peak Found"	"0.983"	"-0.02"	"313907.59103557706"	" 315285.3606770833"
"3889348430589089782"	"RSAN_043052.P46996"	"52205.81777422409"	" 61303.927083333336"	"Peak Found"	" High"	"0.930"	"-0.10"	"52205.81777422409"	" 61303.927083333336"
"3920705658777054587"	"RSAN_053190.P60335"	"60956.540200685595"	" 77945.80989583333"	"Peak Found"	" High"	"0.805"	"-0.31"	"60956.540200685595"	" 77945.80989583333"
"3939019848860190785"	"RSAN_033159.P34134"	"33307.581781556095"	" 53809.1474609375"	"Peak Found"	" High"	"0.680"	"-0.56"	"33307.581781556095"	" 53809.1474609375"
"3984859108497499275"	"RSAN_042636.P46466"	"114625.07699300218"	" 123388.9296875"	"Peak Found"	" High"	"0.929"	"-0.11"	"114625.07699300218"	" 123388.9296875"
"4007983618202197671"	"RSAN_051028.P57478"	"484762.62537056516"	" 309439.4713541667"	"High"	" High"	"0.858"	"-0.22"	"484762.62537056516"	" 309439.4713541667"
"4009213836838086232"	"RSAN_054443.P61992"	"1915156.5238285298"	" 1159805.7565104167"	"High"	" High"	"0.981"	"-0.03"	"1915156.5238285298"	" 1159805.7565104167"
"4011175114658547525"	"RSAN_037721.P40178"	"155704.60244733474"	" 323933.5794270833"	"Peak Found"	" High"	"0.471"	"-1.09"	"155704.60244733474"	" 323933.5794270833"
"4055151413053289476"	"RSAN_048071.P53597"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"4058456233631452436"	"Q06830"	"233249.2211936655"	" 136923.40104166666"	"High"	" High"	"2.340"	"1.23"	"233249.2211936655"	" 136923.40104166666"
"4091231210145986659"	"RSAN_048922.P54705"	"258570.42016501032"	" 243702.80078125"	"Peak Found"	" High"	"1.095"	"0.13"	"258570.42016501032"	" 243702.80078125"
"4120322815418825507"	"RSAN_048234.P53777"	"437445.16120079276"	" 531588.3515625"	"High"	" High"	"0.753"	"-0.41"	"437445.16120079276"	" 531588.3515625"
"4148059024150896179"	"RSAN_049473.P55481"	"650142.7737284108"	" 685072.3424479166"	"High"	" High"	"0.924"	"-0.11"	"650142.7737284108"	" 685072.3424479166"
"4150501448570707268"	"RSAN_043052.P46995"	"52205.81777422409"	" 61303.927083333336"	"Peak Found"	" High"	"0.930"	"-0.10"	"52205.81777422409"	" 61303.927083333336"
"4207965822138778652"	"RSAN_040876.P44171"	"216016.53033452985"	" 250518.12239583334"	"High"	" High"	"0.949"	"-0.08"	"216016.53033452985"	" 250518.12239583334"
"4237333095983025098"	"RSAN_037860.P40348"	"4327974.028624696"	" 3441048.6803385415"	"High"	" High"	"0.895"	"-0.16"	"4327974.028624696"	" 3441048.6803385415"
"4271482009729738374"	"RSAN_057805.P66422"	"1546735.6614012383"	" 1571245.3346354167"	"High"	" High"	"0.895"	"-0.16"	"1546735.6614012383"	" 1571245.3346354167"
"4324209479817579914"	"RSAN_052590.P59575"	"3730959.3972821613"	" 4315683.990885417"	"High"	" Peak Found"	"0.937"	"-0.09"	"3730959.3972821613"	" 4315683.990885417"
"4384633200329442517"	"RSAN_045355.P49989"	"107736.9028933569"	" 54527.942708333336"	"Peak Found"	" High"	"1.051"	"0.07"	"107736.9028933569"	" 54527.942708333336"
"4399913312100140823"	"RSAN_032023.P32629"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"4440237188505788824"	"RSAN_031761.P32221"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"4541405148436782577"	"RSAN_046451.P51459"	"218603.03199691782"	" 238842.26822916666"	"High"	" High"	"0.936"	"-0.10"	"218603.03199691782"	" 238842.26822916666"
"4605536980150298651"	"RSAN_038447.P41104"	"64069.99711105513"	" 65979.609375"	"Peak Found"	" High"	"0.974"	"-0.04"	"64069.99711105513"	" 65979.609375"
"4679710232480249134"	"RSAN_043886.P48085"	"74015.41005659055"	" 77437.03385416667"	"High"	" High"	"1.149"	"0.20"	"74015.41005659055"	" 77437.03385416667"
"4681789827906945996"	"RSAN_040204.P43291"	"1183882.9596545382"	" 706385.76953125"	"High"	" High"	"0.873"	"-0.20"	"1183882.9596545382"	" 706385.76953125"
"4682872873295435302"	"RSAN_031295.P31615"	"1018985.4676006861"	" 1276587.625"	"High"	" High"	"0.810"	"-0.30"	"1018985.4676006861"	" 1276587.625"
"4745851694280418079"	"RSAN_054296.P61772"	"332587.45820852177"	" 62646.9453125"	"High"	" Peak Found"	"5.309"	"2.41"	"332587.45820852177"	" 62646.9453125"
"4752967867866205956"	"RSAN_048071.P53576"	"397131.5029376543"	" 381587.9205729167"	"Peak Found"	" High"	"1.084"	"0.12"	"397131.5029376543"	" 381587.9205729167"
"4760068219747947201"	"RSAN_034940.P36431"	""	" "	"n/a"	" High"	""	""	""	" "
"4779546936717852632"	"RSAN_048086.P53618"	"146568.67196027536"	" 78769.375"	"High"	" High"	"1.399"	"0.48"	"146568.67196027536"	" 78769.375"
"4788292434678604254"	"RSAN_051936.P58674"	"2488621.0260547735"	" 2828632.0533854165"	"High"	" High"	"1.036"	"0.05"	"2488621.0260547735"	" 2828632.0533854165"
"4838779610660135529"	"RSAN_038592.P41285"	"83740.85707277259"	" 69409.04231770833"	"High"	" High"	"1.082"	"0.11"	"83740.85707277259"	" 69409.04231770833"
"4902355401441169609"	"RSAN_048071.P53565"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"4911919253459020790"	"RSAN_056081.P64178"	"259567.528116124"	" 201514.453125"	"High"	" High"	"0.908"	"-0.14"	"259567.528116124"	" 201514.453125"
"4931174793953681054"	"RSAN_046030.P50830"	"64405.463558129384"	" 63048.783854166664"	"High"	" High"	"0.922"	"-0.12"	"64405.463558129384"	" 63048.783854166664"
"4941755162944781333"	"RSAN_032023.P32626"	"44000.030904099985"	" 59557.576171875"	"Peak Found"	" High"	"0.792"	"-0.34"	"44000.030904099985"	" 59557.576171875"
"4944809707466985364"	"RSAN_053269.P60432"	"395753.65416484437"	" 114543.453125"	"High"	" Peak Found"	"3.455"	"1.79"	"395753.65416484437"	" 114543.453125"
"4959222696067682533"	"RSAN_052790.P59822"	"161109.77528203593"	" 120659.55859375"	"High"	" High"	"1.232"	"0.30"	"161109.77528203593"	" 120659.55859375"
"5024631871365624301"	"RSAN_052856.P59895"	"8769116.196814653"	" 4590278.9375"	"High"	" High"	"0.947"	"-0.08"	"8769116.196814653"	" 4590278.9375"
"5059748183619271332"	"RSAN_049425.P55416"	"81600.28475734797"	" 271367.8072916667"	"High"	" High"	"0.955"	"-0.07"	"81600.28475734797"	" 271367.8072916667"
"5139980474478629155"	"RSAN_048071.P53581"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"5184250267861139118"	"RSAN_048071.P53571"	"424407.9842219835"	" 369627.8111979167"	"High"	" Peak Found"	"1.122"	"0.17"	"424407.9842219835"	" 369627.8111979167"
"5262708439608424494"	"RSAN_057394.P65922"	"4795470.127460527"	" 4847273.759114583"	"High"	" High"	"0.728"	"-0.46"	"4795470.127460527"	" 4847273.759114583"
"5413503288571069498"	"RSAN_048718.P54423"	"218625.9230101466"	" 203599.45833333334"	"High"	" High"	"0.965"	"-0.05"	"218625.9230101466"	" 203599.45833333334"
"5425913963399387091"	"RSAN_031541.P31931"	"49701.06848013629"	" 52177.31640625"	"Peak Found"	" High"	"0.912"	"-0.13"	"49701.06848013629"	" 52177.31640625"
"5449911267018925158"	"RSAN_041688.P45236"	"119566.97230589594"	" 124697.6015625"	"High"	" High"	"1.019"	"0.03"	"119566.97230589594"	" 124697.6015625"
"5474473506262153094"	"RSAN_031399.P31737"	"149615.17523411047"	" 162676.318359375"	"Medium"	" High"	"0.789"	"-0.34"	"149615.17523411047"	" 162676.318359375"
"5512525058947713750"	"RSAN_027361.P26596"	"20550412.39033208"	" 6339712.036458333"	"High"	" High"	"1.088"	"0.12"	"20550412.39033208"	" 6339712.036458333"
"5544959501066740394"	"P02666"	"456099.9919966213"	" 517804.53336588544"	"High"	" High"	"1.024"	"0.03"	"456099.9919966213"	" 517804.53336588544"
"5565898084233981155"	"RSAN_027361.P26593"	"20550412.39033208"	" 6339712.036458333"	"High"	" High"	"1.088"	"0.12"	"20550412.39033208"	" 6339712.036458333"
"5574747164747218360"	"RSAN_057843.P66479"	"37212.41368595868"	" 43814.936197916664"	"Peak Found"	" High"	"1.050"	"0.07"	"37212.41368595868"	" 43814.936197916664"
"5606197812501870670"	"RSAN_031761.P32233"	"49305.969475106336"	" 53686.8515625"	"High"	" Peak Found"	"0.758"	"-0.40"	"49305.969475106336"	" 53686.8515625"
"5633658668334460636"	"RSAN_052590.P59571"	"1691479.7957090132"	" 465341.91796875"	"Peak Found"	" High"	"0.915"	"-0.13"	"1691479.7957090132"	" 465341.91796875"
"5642682172554701714"	"RSAN_032480.P33250"	"69863139.10523753"	" 87772451.68880208"	"High"	" High"	"0.923"	"-0.12"	"69863139.10523753"	" 87772451.68880208"
"5651888601928761845"	"RSAN_053228.P60387"	"12890.813271763758"	" 31267.6845703125"	"Peak Found"	" High"	"0.936"	"-0.10"	"12890.813271763758"	" 31267.6845703125"
"5653415936847931511"	"RSAN_038121.P40705"	"315217.23649252555"	" 804364.5091145834"	"Peak Found"	" High"	"0.919"	"-0.12"	"315217.23649252555"	" 804364.5091145834"
"5669880104265274926"	"RSAN_048723.P54430"	"76457.5975832807"	" 72569.4453125"	"Peak Found"	" High"	"1.044"	"0.06"	"76457.5975832807"	" 72569.4453125"
"5686381880553672878"	"RSAN_052541.P59445"	"403436.1186096531"	" 124059.921875"	"High"	" Peak Found"	"3.252"	"1.70"	"403436.1186096531"	" 124059.921875"
"5696563052885721178"	"RSAN_053065.P60181"	"344866.88799422304"	" 766109.490234375"	"High"	" High"	"0.842"	"-0.25"	"344866.88799422304"	" 766109.490234375"
"5710475496144319424"	"RSAN_031761.P32227"	"42136.91317086665"	" 68096.16927083333"	"High"	" High"	"0.758"	"-0.40"	"42136.91317086665"	" 68096.16927083333"
"5717814053500167769"	"RSAN_056907.P65299"	"271061.0049114248"	" 295667.8802083333"	"High"	" High"	"0.965"	"-0.05"	"271061.0049114248"	" 295667.8802083333"
"5743160316950356707"	"RSAN_056289.P64454"	"66821.22693151684"	" 85902.21158854167"	"High"	" High"	"1.012"	"0.02"	"66821.22693151684"	" 85902.21158854167"
"5757526688703954824"	"RSAN_043641.P47752"	"1916658.043201571"	" 1981876.34765625"	"High"	" High"	"1.062"	"0.09"	"1916658.043201571"	" 1981876.34765625"
